acmid,orcid
87958809157,0000-0003-3386-1635
99659260405,0000-0003-4741-3294
99658729330,0000-0003-4764-0139
82858881857,0000-0003-2760-2995
81482645714,0000-0002-0356-4712
99659235197,0000-0002-0947-4988
99659365480,0000-0001-5584-5455
99659366351,0000-0002-2642-3322
99659365871,0000-0002-0166-113X
99659366470,0000-0001-9493-7926
99658688813,0000-0001-8613-0380
99659161281,0000-0002-4164-844X
99658707900,0000-0001-8497-7932
99659034129,0000-0001-9904-6081
99659365341,0000-0001-5982-9321
99659365745,0000-0001-6054-7305
99659366849,0000-0001-6588-9494
99658766854,0000-0003-3800-5870
81488668405,0000-0002-9732-4874
99659367064,0000-0001-8556-9113
99659365778,0000-0003-0026-7568
99659310904,0000-0002-6004-9266
99659254899,0000-0002-5962-0533
81487650310,0000-0002-2656-5654
99659319011,0000-0002-0253-452X
99659366384,0000-0002-3266-2178
81100050092,0000-0001-6289-9902
99659312367,0000-0003-4862-8318
99659162850,0000-0002-9746-2476
81490690062,0000-0001-7647-6652
81442594089,0000-0002-6398-839X
99659078066,0000-0003-0437-9794
81490694949,0000-0002-3032-5725
99659313942,0000-0002-1504-7640
99658704468,0000-0003-2471-9776
99659366383,0000-0001-5020-4990
99659366507,0000-0002-6847-0696
99659153172,0000-0002-7806-1001
81502722554,0000-0003-3600-8955
99659366565,0000-0002-7753-4591
99659277009,0000-0003-2988-5001
99659365234,0000-0002-0287-0945
99659332468,0000-0001-6630-3512
99658998128,0000-0002-7173-6643
99658680461,0000-0002-7831-2632
81372592910,0000-0003-2294-3774
99658714622,0000-0001-5772-0488
81100521493,0000-0002-9846-2582
99659258333,0000-0003-1299-7867
99659366082,0000-0003-0862-3360
99658644284,0000-0002-9237-1057
99659366329,0000-0002-2686-8962
81453633311,0000-0002-8595-8132
81350580284,0000-0001-5295-9772
81464665279,0000-0002-8034-3470
99659176995,0000-0001-7940-7054
99659515794,0000-0002-7838-8311
99659080665,0000-0002-2088-1963
99659366421,0000-0002-5310-6728
99659366341,0000-0003-2423-2079
99659135891,0000-0002-3453-5666
99659367232,0000-0001-6764-5661
99659365318,0000-0001-7868-4754
99659527198,0000-0002-2558-735X
81310489834,0000-0003-2091-5972
99659365958,0000-0002-5625-5112
99659277064,0000-0002-0093-8176
99659365103,0000-0003-2653-4097
99658972661,0000-0003-4194-318X
99659201505,0000-0003-1850-6459
81444596443,0000-0002-2391-5583
87259197357,0000-0001-5696-0260
99659133171,0000-0001-6730-922X
81550585756,0000-0001-9940-6286
99659365496,0000-0001-6505-2168
99659260684,0000-0002-7909-7639
99659065700,0000-0002-8568-0062
86158666757,0000-0002-0871-939X
99659318730,0000-0002-7651-3529
99658719789,0000-0002-3471-2343
99659366703,0000-0002-5619-3222
99659261789,0000-0001-7320-8521
99659365922,0000-0001-6833-8700
99659081369,0000-0002-8229-0026
99659179583,0000-0003-3634-8597
81100032008,0000-0001-6856-9269
99658997188,0000-0001-5535-0081
99659367061,0000-0002-4332-596X
99659365506,0000-0001-7243-8579
99659365116,0000-0002-4422-5223
99659321441,0000-0002-7494-6275
99658701809,0000-0003-1743-0261
99659366320,0000-0003-1351-5284
99659365185,0000-0003-0579-2716
99659366113,0000-0003-1649-8221
99659528656,0000-0003-0609-0994
99659276681,0000-0002-0869-0304
81502704620,0000-0003-3100-2466
99659134444,0000-0003-3368-0180
99659529079,0000-0001-9016-038X
82458648357,0000-0001-7167-7383
99659314438,0000-0002-7619-6359
99659526739,0000-0001-9935-0518
99659529036,0000-0002-1270-2734
81317489590,0000-0002-5472-4974
99659528693,0000-0001-9689-7841
81500642263,0000-0003-4307-9567
81100185028,0000-0002-7009-9734
99659258776,0000-0003-2673-5964
99659366178,0000-0002-5037-5017
99658676612,0000-0003-2983-6808
99658740496,0000-0002-1983-1512
81553402456,0000-0001-5354-5600
99658708108,0000-0002-9884-0205
99659260815,0000-0003-2704-2852
99659260380,0000-0002-1655-4337
99659526812,0000-0003-0752-3480
83458712957,0000-0002-1902-549X
88158840757,0000-0003-1782-1545
99659230609,0000-0001-9240-8510
99659766608,0000-0002-2312-4298
99659210831,0000-0002-8760-5023
99659487679,0000-0001-5566-7409
99659526566,0000-0001-9515-048X
99659468135,0000-0002-8527-1744
81453637682,0000-0002-8652-0730
99658640074,0000-0003-0597-4659
99659260953,0000-0002-0680-0856
99659160749,0000-0001-8070-0952
87259293957,0000-0002-7458-6003
99659260771,0000-0002-0256-6740
99659067691,0000-0002-3123-6361
99659529295,0000-0003-1046-205X
81100453403,0000-0001-6971-1132
81490646436,0000-0002-5443-7596
99659349355,0000-0001-9719-7513
99658687173,0000-0002-5941-4641
99659529394,0000-0001-7645-4488
99659529754,0000-0002-6315-9970
99659057862,0000-0002-0938-9476
99659365322,0000-0003-2549-7298
99659441708,0000-0001-9208-7921
99659526804,0000-0001-5349-8920
99659473738,0000-0001-7294-3129
99659213398,0000-0002-6494-3396
99659476519,0000-0002-3069-5996
99659349405,0000-0001-9638-8078
81414604610,0000-0003-0319-9484
81418597482,0000-0001-7846-8795
87958859657,0000-0003-3687-6365
87258908457,0000-0002-3908-4366
99659320250,0000-0002-9614-6535
99659528111,0000-0003-1776-4712
99659529450,0000-0001-5546-5452
99659274694,0000-0002-6720-1128
99659528961,0000-0003-1489-487X
99659221388,0000-0001-5829-8004
81314480825,0000-0002-3300-2913
81464650547,0000-0002-7381-1942
99659260179,0000-0003-2539-0730
99659529625,0000-0001-7037-3513
99659527152,0000-0001-8255-4258
99659431013,0000-0002-7965-0107
99658704149,0000-0003-3916-7708
99659201242,0000-0003-1726-5913
99658728513,0000-0002-5316-9956
99659432516,0000-0002-3236-1666
99659432984,0000-0002-6406-1086
99659433386,0000-0003-2942-9102
81490684184,0000-0002-4317-9501
81343507220,0000-0002-5567-3275
99659365409,0000-0003-4619-7278
99659366483,0000-0002-7673-0822
99659482133,0000-0002-3278-6410
99659492997,0000-0002-7414-2840
81363604838,0000-0002-4243-4128
99658651470,0000-0002-0719-1722
81442595745,0000-0002-2668-2527
99659475234,0000-0001-7545-4136
99659528264,0000-0002-9484-986X
99658694029,0000-0002-8070-4918
99659143831,0000-0003-0336-6430
99659021355,0000-0003-1389-8246
81549260356,0000-0003-4793-2289
99659528675,0000-0003-0201-867X
99659468601,0000-0002-3112-6015
99659529009,0000-0003-0315-0330
83458612457,0000-0002-4371-8173
99659488683,0000-0002-9482-8639
99659233401,0000-0001-6880-6594
99659526494,0000-0002-3392-6243
99659318865,0000-0002-6245-4003
99659092922,0000-0003-3532-6521
81418597519,0000-0002-3420-3338
99659121142,0000-0001-7729-1748
81100454796,0000-0002-5692-0151
81100419937,0000-0002-5711-7934
99659526629,0000-0002-5067-1019
81319487799,0000-0001-8130-840X
99659526709,0000-0002-9683-4792
99659527510,0000-0003-1156-3880
99659528098,0000-0001-8637-5759
99659178085,0000-0002-6571-1925
81493648187,0000-0002-4903-3992
99659527367,0000-0002-6075-8652
81100562644,0000-0003-2536-3011
81100078983,0000-0002-9044-9199
84460626757,0000-0002-9746-9109
99659526934,0000-0003-0209-3872
99659502361,0000-0001-6501-5754
99659528666,0000-0003-0308-0416
99659070533,0000-0002-6330-6803
99659260587,0000-0002-2073-0567
99659454994,0000-0002-9928-4407
99659444662,0000-0003-1717-4456
99659050789,0000-0003-4953-2027
99658628784,0000-0001-8838-0391
99659473943,0000-0001-9036-3566
81503685970,0000-0002-1125-5530
99659475205,0000-0003-1976-7992
99659528729,0000-0002-0696-1481
99659528665,0000-0002-2760-0482
99659261679,0000-0001-9382-6466
99658985026,0000-0003-4002-6136
99659527752,0000-0002-8509-3933
81490643717,0000-0002-1809-8187
99659314915,0000-0002-3887-6388
99659527522,0000-0002-6313-3236
99659272212,0000-0002-1309-0629
99659367179,0000-0003-0597-3541
99659527249,0000-0001-9187-9265
99659090601,0000-0003-4689-986X
99659528248,0000-0002-7450-9542
99659503154,0000-0001-7827-3760
99659481726,0000-0001-8724-4662
99659527372,0000-0002-2023-6219
99659261942,0000-0002-6889-0244
99659444566,0000-0001-9666-2663
99659474711,0000-0003-0470-2483
99659254374,0000-0001-6871-3523
99659200365,0000-0002-8872-2934
99658650069,0000-0002-5671-1640
99659526442,0000-0003-0987-9376
99659345015,0000-0002-6142-0346
99659214535,0000-0002-0060-6681
99659432615,0000-0002-8447-3889
99659319517,0000-0002-0532-4114
81384611488,0000-0002-9276-7190
99659249417,0000-0003-4379-3971
99658636257,0000-0002-7084-6904
99659462832,0000-0003-3698-274X
99658636939,0000-0002-9709-2241
99659232892,0000-0002-8895-4997
99659527940,0000-0003-2217-6974
99659366224,0000-0001-8115-6303
99659510828,0000-0002-0549-0454
81548539156,0000-0002-5667-5598
81486643251,0000-0002-1953-3320
99659109063,0000-0002-4318-5805
99659526540,0000-0002-3058-3388
99659524635,0000-0001-5101-0557
99659162375,0000-0002-2877-6965
99659702407,0000-0002-9034-7336
99659701126,0000-0002-1384-3272
99659680918,0000-0001-5551-0815
99659589112,0000-0001-9406-8898
99659686775,0000-0003-2207-0571
99659702513,0000-0002-6161-8512
99659702608,0000-0003-2584-5483
99659899178,0000-0001-7593-2513
99659700941,0000-0001-8298-2279
99659700948,0000-0002-7014-9949
87059106057,0000-0002-9769-4947
99659337900,0000-0003-3432-8445
99659588096,0000-0001-6459-2859
99659701040,0000-0002-4302-7858
99659545575,0000-0001-6377-0940
81332510009,0000-0001-7535-870X
81351601788,0000-0002-1020-5750
81442608795,0000-0002-1039-0167
99659588221,0000-0003-0882-2335
99659214465,0000-0001-7627-2756
99659433099,0000-0003-0521-2718
99658637023,0000-0003-4916-114X
99659084639,0000-0001-8420-3929
99659547217,0000-0003-4035-1860
99659700740,0000-0002-0031-9180
99659063493,0000-0002-4607-2988
99659542051,0000-0003-2515-0446
99659136980,0000-0003-2497-0530
99659644394,0000-0002-2230-8677
99659333367,0000-0002-9116-3766
81444607832,0000-0001-7460-2467
99659700981,0000-0001-9828-0570
99659589668,0000-0002-6481-9643
99658735567,0000-0001-9730-1616
99659210804,0000-0003-3077-6267
99659700447,0000-0002-2894-3751
86158755757,0000-0003-2425-3013
99659365183,0000-0003-3692-243X
81309499718,0000-0001-7174-8209
99659701396,0000-0002-9628-6650
99658772453,0000-0003-1818-1930
99659701302,0000-0002-2601-6313
99659702104,0000-0003-0468-4043
99659701516,0000-0001-9668-3384
99659254027,0000-0002-9194-7384
99659701753,0000-0002-1290-3966
99659536233,0000-0001-7356-0656
99659534363,0000-0001-6979-6877
99659162602,0000-0002-5375-9542
99659547336,0000-0001-9717-9382
99659676724,0000-0001-7842-5779
99659607192,0000-0002-7248-1099
81556987856,0000-0001-8894-8282
99659527017,0000-0002-1771-8057
99659529777,0000-0002-8864-2061
99659188025,0000-0003-4485-6663
99659702253,0000-0001-7491-986X
81490654486,0000-0002-8112-4501
99659468860,0000-0001-5008-4319
99659177435,0000-0002-8543-462X
99659700586,0000-0002-8831-368X
99659254782,0000-0001-7231-1076
99659626323,0000-0001-5880-2792
81100573611,0000-0003-2965-9442
99659648114,0000-0002-3234-7805
99659305840,0000-0002-0456-4028
99659365473,0000-0001-9705-6788
99659365866,0000-0002-3960-5088
99659319525,0000-0002-8221-2677
81479650302,0000-0002-9608-9147
99659490327,0000-0003-1779-4276
99659680927,0000-0003-4384-7191
99659353893,0000-0002-2361-350X
99659260207,0000-0003-3397-2984
81100205660,0000-0003-4085-9648
99659681738,0000-0001-7725-2503
99659320789,0000-0002-5102-6564
99659701747,0000-0002-8951-2736
99659444750,0000-0001-7001-5281
99659481143,0000-0002-9219-7327
87259569357,0000-0003-2254-2831
99659904006,0000-0003-0111-7318
99659439440,0000-0002-6700-719X
81100073230,0000-0001-6881-8341
99659510560,0000-0001-9547-3449
99659702112,0000-0002-0092-0793
99659700972,0000-0002-4582-5888
99659461569,0000-0002-7315-3601
81442600763,0000-0002-8685-0932
99659439841,0000-0002-5688-6221
99659463523,0000-0003-4995-4545
99659365819,0000-0002-9049-5056
99659700955,0000-0001-8199-071X
99659701943,0000-0002-9490-2990
99659700414,0000-0002-1952-8302
99659702262,0000-0003-4578-0226
99659702332,0000-0002-1549-5777
99659701683,0000-0002-7075-4268
99659699596,0000-0001-8845-6034
81548025398,0000-0001-5594-9713
99658762017,0000-0002-2123-6392
81435596644,0000-0002-1339-2889
99659261398,0000-0003-1969-0235
81406595579,0000-0002-5796-4578
99659723371,0000-0002-7412-4669
99660778197,0000-0001-8500-0277
99659575245,0000-0002-2107-504X
99659701001,0000-0002-8057-3997
81548540456,0000-0002-8316-4785
99659702364,0000-0002-3867-994X
86158922757,0000-0001-5878-0976
99659701960,0000-0002-5242-6308
99659701415,0000-0003-0769-2436
99659702455,0000-0001-7976-0886
99659701950,0000-0001-7287-7731
99659643694,0000-0002-0954-5627
81458656138,0000-0003-3445-3414
99659700647,0000-0001-6007-1482
82658964757,0000-0002-4310-1894
99659365706,0000-0002-7262-0247
99659201432,0000-0002-0667-1425
99659701248,0000-0001-7085-8326
99659701839,0000-0001-8412-223X
82658976157,0000-0003-0059-6580
99659260084,0000-0003-3788-1545
99659232702,0000-0003-3663-9757
99659700531,0000-0002-5057-477X
99659700693,0000-0002-5645-1009
99659539077,0000-0001-7009-2420
99659538775,0000-0002-1806-7065
99658635503,0000-0001-8221-5352
81100267865,0000-0001-6152-7402
99659702157,0000-0002-8838-5667
99659701759,0000-0002-6655-9427
99659261057,0000-0002-4511-6619
99659234110,0000-0002-1690-3410
99659276432,0000-0003-3391-3060
99659701725,0000-0001-6024-4363
99659466914,0000-0002-9624-4258
99659513473,0000-0001-6223-4011
99659365614,0000-0001-8947-615X
99659680773,0000-0002-0146-8444
99659210449,0000-0003-4555-6187
99659701734,0000-0002-9589-6123
99659702472,0000-0001-7526-5597
99659463488,0000-0002-0842-9632
99659701051,0000-0002-4339-501X
81100360847,0000-0001-5048-3723
99659492417,0000-0002-0152-4311
99659700667,0000-0002-8221-2458
99659332345,0000-0002-9910-295X
99659702382,0000-0001-7580-0035
99659469132,0000-0003-3641-1429
81392599313,0000-0001-7174-9228
81100369597,0000-0003-2495-4979
99659702293,0000-0002-1079-2043
99659701253,0000-0002-3376-7879
99659702356,0000-0003-0599-8108
99659701371,0000-0001-6184-8433
81100465867,0000-0001-6546-4816
99659700597,0000-0002-2577-6951
99659569986,0000-0003-1805-7307
99659344025,0000-0002-7050-0612
99659701493,0000-0002-3334-7727
99659700754,0000-0002-2802-0244
99659702340,0000-0002-5506-9473
99659196405,0000-0002-3988-4830
99659702024,0000-0002-6933-2156
81453645353,0000-0003-0560-4228
99659358338,0000-0002-5296-5440
81100164670,0000-0002-7570-0939
99659702069,0000-0002-1804-2853
99659702538,0000-0002-2860-0871
81339490397,0000-0002-3505-9171
99659589829,0000-0002-5364-3718
99659279435,0000-0001-5547-6426
99659462945,0000-0001-6404-5169
99659197168,0000-0001-5890-3235
99659124658,0000-0002-9087-5913
99659702541,0000-0003-3173-5344
99659481581,0000-0001-9078-6032
99659526491,0000-0001-6808-2848
99659431232,0000-0002-2034-9117
99659261736,0000-0002-9433-0259
84460233557,0000-0002-0241-5379
84459916357,0000-0001-5992-6236
99659700794,0000-0003-4362-326X
99659700635,0000-0003-3847-3420
99659701844,0000-0003-2361-7284
99659701670,0000-0001-8708-8647
99659700576,0000-0002-0386-4555
81100092246,0000-0001-5803-2185
99659702429,0000-0002-1103-8050
99659702585,0000-0003-3617-5657
99659702083,0000-0003-3539-4049
99659702174,0000-0003-2126-5051
99659701541,0000-0003-0712-2038
81548585656,0000-0002-6573-588X
99659702620,0000-0002-8860-6183
99659701680,0000-0003-4496-0727
99659691671,0000-0003-4523-2668
81100308398,0000-0002-4842-1117
99659702236,0000-0002-7619-5460
99659857571,0000-0002-6965-3961
99660239863,0000-0002-4029-4846
99660237635,0000-0003-2282-2542
99659702347,0000-0001-9535-778X
81416596596,0000-0002-3031-9579
99659894443,0000-0002-0811-2504
99660236103,0000-0001-5945-008X
99659371478,0000-0001-8083-0976
99659480874,0000-0002-1171-4741
99659652506,0000-0003-4572-4646
99660239177,0000-0003-0847-8415
99659846565,0000-0002-9850-2783
99660235965,0000-0003-2666-1838
99660240002,0000-0001-8898-9084
99659845328,0000-0003-4405-0010
99660238092,0000-0002-7294-2561
99659368306,0000-0003-1332-0727
99660232701,0000-0002-9740-4989
99660233028,0000-0002-2636-7498
99660236716,0000-0003-4527-4905
99660239556,0000-0002-1745-4741
99660236498,0000-0001-7444-2547
99660240443,0000-0002-2545-5066
99659644071,0000-0002-4142-7268
99659306478,0000-0002-0777-0134
99659701295,0000-0003-4286-8468
99660233368,0000-0003-2463-7092
99659262011,0000-0002-1456-5163
99659653997,0000-0002-2486-6744
99659917271,0000-0001-5630-1679
99658655770,0000-0002-3205-2273
99659948837,0000-0001-5298-4839
99659896246,0000-0002-4843-0486
99659529071,0000-0002-1877-1845
99660113817,0000-0002-8451-5444
99660239190,0000-0002-0861-1805
99659578329,0000-0003-0934-745X
99659463901,0000-0002-9743-3819
99659547265,0000-0002-0780-4461
99659700443,0000-0002-1312-1528
99659366617,0000-0002-1925-5498
99660238904,0000-0001-9762-9312
99659676623,0000-0002-1196-6906
81100138851,0000-0003-4005-329X
99659895476,0000-0002-8444-5722
99659693002,0000-0001-5218-3185
99659349336,0000-0002-8246-8736
99660082186,0000-0001-5149-7959
89758692457,0000-0001-7454-8659
99660238509,0000-0001-5544-5515
99660234680,0000-0002-9798-3706
99660071824,0000-0002-2961-1492
99660237368,0000-0003-3133-8664
99660240557,0000-0003-1835-2760
99660099847,0000-0002-3157-1098
99660236614,0000-0002-4320-4578
99660009110,0000-0002-4162-9206
81460657397,0000-0002-7812-9096
99660238676,0000-0003-4654-839X
99659526751,0000-0002-9330-5529
99660233313,0000-0001-9086-3480
99659473578,0000-0003-0894-7242
99660238735,0000-0003-3651-7063
99659462855,0000-0002-0192-3371
99659512671,0000-0001-8976-2041
99659729502,0000-0001-6048-3268
81100203125,0000-0002-5700-4921
99659321079,0000-0003-3408-9122
99660240335,0000-0003-1854-1537
99659313983,0000-0002-5487-1990
99660236707,0000-0002-4007-566X
99660237568,0000-0002-5181-2231
99660239046,0000-0001-8962-0043
99659475177,0000-0001-9253-3709
99659179264,0000-0002-8870-7363
99660239271,0000-0002-5019-5331
99659702414,0000-0002-2130-8683
99659196607,0000-0001-7776-586X
99660237673,0000-0002-8470-5352
99660184711,0000-0003-0971-0060
99660236444,0000-0002-0717-3727
99659803619,0000-0002-9814-4533
99659589523,0000-0003-0348-3362
99660237548,0000-0002-1177-6942
99659475107,0000-0003-4116-0601
99660237544,0000-0003-3224-1899
99660236067,0000-0002-2984-5774
99659883893,0000-0002-1794-6105
99659153354,0000-0003-0484-668X
99659763160,0000-0002-1562-9835
99660239236,0000-0002-1990-2050
99660240283,0000-0001-8823-719X
99660233363,0000-0001-5415-0539
99660234607,0000-0002-5977-4305
99660235653,0000-0001-7834-4530
99660233687,0000-0003-3446-4738
99659892582,0000-0002-5197-146X
99660234328,0000-0001-7826-9796
99660692002,0000-0002-9981-6952
81484653761,0000-0001-9758-0635
99660239862,0000-0002-4721-8475
99660238614,0000-0001-8856-0309
99659309372,0000-0001-7192-7231
99659893734,0000-0002-9984-1277
81100228264,0000-0002-4737-8444
99659479272,0000-0001-8506-3825
99659028524,0000-0002-3926-7277
81323488898,0000-0002-5842-838X
99659891600,0000-0001-8264-3103
81100213103,0000-0002-9369-9361
99660237894,0000-0002-0078-1412
99659730652,0000-0003-2725-5305
99660239516,0000-0001-8261-4652
99659594294,0000-0002-0350-0313
99660240481,0000-0002-7040-2326
99660237623,0000-0001-7902-7625
99660239312,0000-0002-7658-292X
99658965892,0000-0001-5203-3793
99659903909,0000-0002-6023-1631
99660087641,0000-0003-2312-4359
81100280083,0000-0002-0109-1341
99659770408,0000-0003-4462-0140
81442605192,0000-0003-1576-4532
99659541812,0000-0001-5493-1343
99659536006,0000-0003-4379-128X
86058691257,0000-0001-7042-3322
81435595238,0000-0001-8509-2650
99659702543,0000-0003-2460-3810
99659367308,0000-0002-8518-7315
99660238675,0000-0002-0184-4550
81488671893,0000-0002-6737-7342
81508688910,0000-0002-9752-3398
99660240562,0000-0002-8248-8382
99660232890,0000-0001-9744-8263
81430618756,0000-0002-8502-2676
99659366755,0000-0002-6182-8923
99660234229,0000-0003-2987-7634
99659535752,0000-0003-2905-1584
99660238206,0000-0002-8303-4649
99659528040,0000-0003-0992-0527
99659473488,0000-0003-4832-0874
99658661068,0000-0002-2690-3588
99660237913,0000-0003-0226-9399
99659887065,0000-0003-1058-9683
99659894606,0000-0002-5208-2402
99660239321,0000-0003-4018-6316
99659279169,0000-0002-0582-555X
99659179924,0000-0002-6282-342X
99660234968,0000-0002-2576-0159
99660233198,0000-0002-1670-3179
81300146901,0000-0001-7946-1552
99660237813,0000-0003-4113-2352
99659039746,0000-0001-5495-967X
81406598257,0000-0002-9597-9615
99660233779,0000-0002-9511-9252
81388600674,0000-0002-8685-4116
99660234766,0000-0003-1164-5229
99659069624,0000-0002-4611-3030
99659463299,0000-0003-3004-7099
99659754901,0000-0003-4635-0703
99659755458,0000-0002-7239-3769
99659698440,0000-0001-5662-0784
99659547865,0000-0002-3370-1626
99659589499,0000-0002-8558-8848
99659589233,0000-0001-9497-6925
99660235753,0000-0002-3524-9995
99659571993,0000-0001-9539-9920
99660239985,0000-0003-2444-1452
99658658699,0000-0003-3879-8129
99660236517,0000-0003-1266-8908
81557485556,0000-0003-2708-8623
99660232799,0000-0002-6013-5092
99660239308,0000-0002-9557-6517
99659909125,0000-0003-3492-6453
99659095812,0000-0002-3403-2970
99660239973,0000-0002-9426-9910
99660049684,0000-0003-2620-2623
99660238112,0000-0002-2942-972X
99660783241,0000-0002-4753-3889
99660778966,0000-0002-7042-7232
99659841148,0000-0003-4529-1596
99660781633,0000-0001-6586-7164
99660778219,0000-0001-5667-5240
99660780161,0000-0002-0337-4230
99659700834,0000-0001-5547-6143
99660782152,0000-0003-3551-3466
99659884421,0000-0002-9501-8603
99660780893,0000-0003-4495-9371
99660002738,0000-0002-9947-0824
99659277033,0000-0003-2345-4825
99659555082,0000-0001-9689-0877
99659443462,0000-0003-4680-0022
99659335624,0000-0001-8368-4484
99659463141,0000-0002-2594-4126
99659555087,0000-0002-0020-6178
99660782676,0000-0002-9554-0573
99660050876,0000-0003-3464-2629
99660780735,0000-0002-3304-0100
99660779882,0000-0002-6078-7867
99660778262,0000-0003-2542-0338
99659320983,0000-0002-0800-2946
99659526517,0000-0003-0387-7329
99659639838,0000-0001-6699-187X
99660778107,0000-0001-6840-6961
99659320259,0000-0002-1212-3628
99659702658,0000-0002-7165-4285
99660549820,0000-0002-7807-2018
99660780394,0000-0002-8514-7655
99659933260,0000-0003-0354-6204
99660782130,0000-0002-1895-0798
99659738162,0000-0001-6172-3323
99660780896,0000-0001-8708-1429
99660782743,0000-0003-3850-7168
99660784079,0000-0002-1417-5931
99660780582,0000-0001-7182-6537
99660779951,0000-0002-1320-7401
99660783541,0000-0002-8197-9155
99660641732,0000-0002-6023-6459
99660238143,0000-0002-8026-1184
99660779350,0000-0002-0373-6676
99660780601,0000-0001-9336-9584
99659019755,0000-0001-5435-5892
99659067830,0000-0001-9653-5007
99659461569,0000-0002-7315-3601
81488646953,0000-0001-6740-4550
81488653825,0000-0002-7808-1686
99660778878,0000-0002-9765-0004
99660780020,0000-0001-9283-1917
99659122316,0000-0002-2883-6024
99660783862,0000-0001-7154-3481
99659554625,0000-0003-0864-1446
89758905557,0000-0002-4593-2675
99660778694,0000-0002-9947-928X
99659363868,0000-0002-9707-4529
99660781881,0000-0002-9802-0741
81484655230,0000-0001-5939-4575
99659286197,0000-0002-3824-4241
99660779717,0000-0001-8375-3785
99660779852,0000-0003-1764-3128
99659538820,0000-0001-5225-0077
99659198696,0000-0002-1879-7340
99659487073,0000-0002-2059-3734
99658634577,0000-0003-2548-8877
99660781568,0000-0002-9873-8999
99660781907,0000-0001-9594-9566
99660782682,0000-0003-3073-4446
99660778208,0000-0002-1438-3589
99660782159,0000-0002-7667-9828
99660481899,0000-0001-5406-6927
99659349310,0000-0001-6296-3134
99660049505,0000-0002-1311-386X
99660569252,0000-0001-9238-9831
99660782112,0000-0001-5874-1096
99659884630,0000-0003-4664-9983
99660782833,0000-0001-7707-0494
99660643998,0000-0003-4541-0233
99659867719,0000-0002-9884-2980
99660782110,0000-0002-1222-7240
99659700665,0000-0003-3297-0768
99660951915,0000-0002-4672-7251
99660783016,0000-0001-7652-460X
99659196597,0000-0002-4737-0020
99660782092,0000-0003-3803-4954
81100452353,0000-0002-2498-0643
81100522520,0000-0001-7468-5127
99660782116,0000-0003-4796-9612
99659021290,0000-0002-9359-2302
99659891884,0000-0001-6969-3544
99660345771,0000-0001-6624-3732
99660372901,0000-0002-7857-3322
87658971357,0000-0002-9764-7382
99660780398,0000-0002-5835-7104
99659474687,0000-0003-0671-5755
99660049878,0000-0002-2951-6399
99659886959,0000-0003-1326-8914
99659886998,0000-0001-7601-794X
99660631715,0000-0002-0218-5876
99660780814,0000-0002-4248-7828
99659578412,0000-0001-7715-8306
99660782998,0000-0001-7298-7762
99660778699,0000-0003-3792-0970
99659638584,0000-0002-3742-0178
99660781407,0000-0002-0735-0666
99659698001,0000-0001-8962-9152
99660752353,0000-0002-9684-7534
99660754400,0000-0001-6055-9779
99660783967,0000-0003-2751-9868
99660780261,0000-0002-0984-5208
99660674348,0000-0002-3711-0807
99660779795,0000-0003-3577-6346
99660755061,0000-0003-3253-7630
99660757653,0000-0003-0433-5759
99659161880,0000-0002-1712-0741
99659474165,0000-0002-1233-234X
99660779549,0000-0002-4117-941X
99660780286,0000-0001-7655-7831
99659765664,0000-0001-8329-0522
99660783573,0000-0002-4734-6207
99660781826,0000-0001-8465-6442
99660783019,0000-0002-0069-5733
99659676536,0000-0003-0893-9277
99660781870,0000-0002-6807-3148
99660780254,0000-0002-3670-7804
99659901145,0000-0002-9364-6403
99660783531,0000-0001-7796-7509
99660783758,0000-0003-4215-1635
99660779367,0000-0001-5159-2235
99659177876,0000-0002-5212-9274
99659484393,0000-0002-5527-5306
81552556656,0000-0001-8743-9101
81331487777,0000-0001-7052-8562
99659917093,0000-0001-9883-5003
99660577592,0000-0001-7417-5389
99660782651,0000-0003-4975-3305
99660779964,0000-0001-7921-3452
99659903682,0000-0001-9880-5883
99660236523,0000-0002-3555-6637
99660783777,0000-0002-1874-6324
81350572914,0000-0001-8358-4264
99660779445,0000-0002-8704-174X
99660783677,0000-0001-5503-1857
99660783873,0000-0002-6826-7890
99659281840,0000-0001-9341-6088
99660783014,0000-0001-7300-8837
99660780599,0000-0002-3671-1619
81100408275,0000-0003-2467-5734
81100583769,0000-0002-8923-6284
99660755357,0000-0002-3160-251X
99659676232,0000-0002-6190-1799
99660781797,0000-0002-8883-8195
99660240447,0000-0001-5827-431X
99660366061,0000-0003-4736-5579
99660782069,0000-0002-4664-8828
99660780192,0000-0003-3785-9778
99660238921,0000-0003-4531-6116
99660240084,0000-0003-3608-9724
99660238434,0000-0001-6380-731X
99660778679,0000-0002-3141-5300
99660238733,0000-0001-8692-6207
99660091900,0000-0002-9702-9445
99660238459,0000-0002-1990-6772
99659179543,0000-0002-0287-4786
99660783244,0000-0003-1951-6309
99660780644,0000-0001-9185-6047
99660662916,0000-0003-2155-6449
99660238252,0000-0002-7667-1252
81100373123,0000-0002-6098-4801
81436593745,0000-0001-8400-9069
99659741557,0000-0001-5755-7721
99659483527,0000-0002-8673-2434
81430617335,0000-0003-1173-4424
99659889764,0000-0002-9999-6949
99660783492,0000-0003-2131-2014
99660778399,0000-0003-3447-5437
99660782035,0000-0003-3435-1362
81496688194,0000-0002-3908-0787
99660782041,0000-0001-9997-5817
99660779131,0000-0001-9497-3951
