acmid,orcid
99659443254,0000-0002-3516-6188
99660780503,0000-0003-1164-7283
99660783686,0000-0002-6614-0183
99658707157,0000-0003-3963-8856
99659900764,0000-0001-5230-5218
99660782693,0000-0003-3701-3123
99660690584,0000-0003-2152-5562
99659886378,0000-0002-7020-6800
99658636663,0000-0003-1090-5703
99659503248,0000-0002-9716-7207
99659691353,0000-0001-6500-1811
99660767419,0000-0003-4027-5802
99660781395,0000-0001-9419-3402
99660321638,0000-0002-3467-0294
81502641674,0000-0002-8971-6245
99660779474,0000-0002-0723-6476
99660781338,0000-0003-1219-5557
99660778204,0000-0003-1568-9616
99660780049,0000-0003-3196-5617
99660779977,0000-0001-6825-2325
99660780887,0000-0002-4035-7544
99660783312,0000-0001-7893-4901
99659077014,0000-0003-4370-6890
99660779457,0000-0001-6984-1375
99660779271,0000-0003-1228-5261
99660781041,0000-0002-7070-9387
81351605263,0000-0003-2623-9055
99660274714,0000-0002-1020-4408
99659463729,0000-0002-9464-8427
99660781775,0000-0003-2629-0926
99660648898,0000-0002-8950-9801
99659893244,0000-0002-3622-1302
99660490628,0000-0003-0912-4598
99659461708,0000-0002-2793-5602
82259320657,0000-0002-4658-0034
99659700708,0000-0002-5322-9074
99660778668,0000-0001-9993-6287
81384599696,0000-0001-9758-2526
99660737024,0000-0002-0361-4345
99660738017,0000-0002-6292-5290
99659643443,0000-0002-0732-7642
99660782845,0000-0002-5679-1716
81460654971,0000-0002-3904-8461
81460654796,0000-0002-9840-4892
81326492834,0000-0002-4717-0678
99659925259,0000-0001-9465-1223
99659909099,0000-0001-9407-4868
99659909136,0000-0002-4197-6857
81100369482,0000-0001-5177-4741
99659130936,0000-0002-7127-0345
81341497538,0000-0001-6939-5870
99660481775,0000-0002-5696-7259
99660778171,0000-0002-5915-5280
99660779166,0000-0001-9661-1591
99660782263,0000-0001-6329-6222
99660628574,0000-0002-3102-4035
99659893201,0000-0003-2008-4136
99658647759,0000-0002-2876-4286
99659366397,0000-0002-9766-6575
99659528786,0000-0001-8924-3065
99660778881,0000-0001-6041-1571
99660782837,0000-0001-7617-7812
99660782058,0000-0002-5098-1092
99659467512,0000-0001-6961-5247
99660779184,0000-0002-8787-5058
99660686804,0000-0003-0379-2018
99659333875,0000-0003-0778-7662
81384599058,0000-0001-7214-5856
99660691587,0000-0002-1583-6551
99660781378,0000-0003-4697-0347
99660689002,0000-0001-6135-9496
81460658414,0000-0003-2331-3045
99660689295,0000-0003-4335-6608
99660687518,0000-0002-2797-517X
99660691071,0000-0001-6609-1572
81327490328,0000-0002-3089-977X
99660687999,0000-0003-0069-4287
81488658149,0000-0002-1874-1419
81100145084,0000-0001-7803-1067
99659840900,0000-0002-9645-8627
99660740773,0000-0002-7607-7587
99659842337,0000-0002-3788-0203
99659003027,0000-0002-1121-0287
81100046986,0000-0002-5903-6150
81100273781,0000-0001-5488-2182
99660237291,0000-0001-6882-7539
99660778991,0000-0002-2779-474X
99659531652,0000-0002-0112-9469
81500663415,0000-0002-2627-6529
99658734440,0000-0001-9965-0684
99660781802,0000-0001-5618-6842
99658690757,0000-0002-2425-8984
99659974109,0000-0002-7531-3154
81331487418,0000-0001-7778-0090
99659898406,0000-0003-0181-018X
81409595864,0000-0003-2955-750X
99660767702,0000-0002-5524-2387
83358895957,0000-0002-9067-1224
99660085940,0000-0002-5409-6875
99660780328,0000-0003-1004-0703
99660578722,0000-0002-3190-1595
99659467739,0000-0002-8590-656X
99660782373,0000-0002-0046-3422
99660781752,0000-0001-7406-0012
99660781049,0000-0002-3648-9843
99659534676,0000-0002-7413-8921
99660780568,0000-0002-4395-7510
99660779228,0000-0002-6600-8414
99660572214,0000-0001-6614-0821
99660779892,0000-0003-4013-7442
99659481877,0000-0003-2662-3460
99658747930,0000-0002-6759-8380
99660781003,0000-0001-7525-5129
99659958760,0000-0003-4805-8490
99660781952,0000-0003-3648-9322
99660780310,0000-0002-4122-6693
99660781588,0000-0003-2167-5392
99660782801,0000-0003-1675-6526
81100077652,0000-0002-2629-8752
99660778306,0000-0002-7499-965X
99660781362,0000-0002-7605-6532
99660782097,0000-0001-9597-2299
99660778607,0000-0002-0633-8032
99659375460,0000-0002-0511-0191
99660782080,0000-0002-4140-6539
99660781509,0000-0001-5306-0769
99660780003,0000-0003-3822-6024
99660782063,0000-0003-3907-2370
99660783284,0000-0001-7400-3843
99660781449,0000-0003-4454-8978
99660778561,0000-0003-1566-6844
99660780848,0000-0003-2266-4054
99660782274,0000-0002-4834-6495
99660778414,0000-0001-8873-9405
99660783477,0000-0003-4205-3912
99660594808,0000-0002-1733-6227
81100150220,0000-0002-0659-9144
99659181468,0000-0002-6663-6920
99659247062,0000-0002-5773-8239
99660781434,0000-0002-4746-2144
99660780215,0000-0003-4164-6716
99660779586,0000-0002-6948-6921
99660780835,0000-0003-1759-3634
99658986813,0000-0003-0714-312X
99659332650,0000-0003-1125-7963
99659702395,0000-0002-4881-1350
99660782445,0000-0001-7068-3351
99660782457,0000-0002-0564-0897
99659528846,0000-0002-4395-3501
99660780822,0000-0002-3890-5636
99660783258,0000-0002-2920-8732
99660782156,0000-0001-5647-0069
81318494236,0000-0002-0790-7161
99660781909,0000-0002-5176-5922
99660782533,0000-0003-2131-8686
99659832612,0000-0003-2408-3798
99659694500,0000-0002-0641-2458
99660783504,0000-0002-4332-3905
99659217342,0000-0003-0153-6811
99660778108,0000-0001-7807-0410
99659210320,0000-0003-2303-6754
99659308973,0000-0001-9605-1491
99660782264,0000-0002-7320-2135
99660238859,0000-0002-6714-6296
99659770182,0000-0003-4156-6273
99660726709,0000-0003-3748-7142
99659537041,0000-0001-5811-9256
99660782890,0000-0002-4671-4098
99660782915,0000-0001-7791-5581
99659096430,0000-0003-3366-0171
99660782428,0000-0003-0314-2103
99660778496,0000-0001-7504-3556
81100090601,0000-0002-8929-9605
81490677640,0000-0003-3531-968X
99660783691,0000-0001-8733-6268
99660782177,0000-0002-0187-5437
99660781645,0000-0002-1820-6424
99660780888,0000-0001-9207-301X
99660485597,0000-0003-2102-9155
99659900170,0000-0002-5692-9252
99660239916,0000-0003-4323-4467
99659481820,0000-0001-7736-6076
99659046421,0000-0002-0756-0022
99660783435,0000-0002-3597-4951
99660783674,0000-0001-9843-6117
99660782661,0000-0001-9578-8889
99660780679,0000-0001-6062-7313
99660480622,0000-0003-1425-6894
99660778590,0000-0002-9055-1185
99660782684,0000-0002-7392-2343
99660780141,0000-0001-6993-2787
81442611791,0000-0001-5131-3355
87959448757,0000-0002-4397-9162
99660783060,0000-0001-9308-0406
99660779628,0000-0002-2739-5618
99659526942,0000-0003-4097-5331
99660782902,0000-0001-6818-9303
99660781108,0000-0001-9475-6826
99660778139,0000-0003-2260-9143
99659700600,0000-0002-8457-3580
99660778560,0000-0003-1880-2063
99660779944,0000-0003-0223-0195
81100245977,0000-0003-3315-6055
99660643572,0000-0002-1827-4697
99660629365,0000-0002-5495-6396
99659700546,0000-0003-0733-5746
99660779291,0000-0002-8522-0912
99659701703,0000-0001-7455-4717
99660782840,0000-0001-5506-216X
99660234801,0000-0002-0334-0022
99659571171,0000-0002-9206-2692
99660778670,0000-0002-7925-7620
99659480764,0000-0002-9319-2704
99660782744,0000-0003-3189-1769
99660515521,0000-0003-3124-5652
99660783296,0000-0001-5700-0560
99660779564,0000-0002-7668-1012
99660779525,0000-0002-7702-7450
99660780512,0000-0003-3205-4305
99659542490,0000-0002-8521-7318
99658994028,0000-0002-1592-9694
99659196344,0000-0001-7747-7112
99660308562,0000-0001-6186-5460
99660779177,0000-0003-1163-5557
99660782660,0000-0003-3544-5299
99660778488,0000-0003-3890-3267
99659028891,0000-0003-1047-5467
81100524351,0000-0002-8096-5413
99659701322,0000-0002-0472-5493
99660783632,0000-0002-5500-985X
99659549508,0000-0001-9811-1881
99660778446,0000-0003-0963-3181
99659439637,0000-0002-1395-4570
99660781534,0000-0002-0838-7858
99660779675,0000-0002-1533-2169
99658990906,0000-0002-3361-838X
99660778502,0000-0002-3393-5043
99660927664,0000-0002-2313-0612
99660782704,0000-0002-8378-735X
99660780177,0000-0002-2304-2129
99660778343,0000-0001-5754-6993
99660782616,0000-0002-9284-5750
99660783875,0000-0002-2726-4108
81421595327,0000-0001-6650-1893
99660049876,0000-0003-3654-1645
99660784027,0000-0002-8255-954X
99660049414,0000-0002-2414-4266
99660049731,0000-0002-9056-6221
99659233033,0000-0003-1210-2939
99659232557,0000-0003-1609-5545
99660778479,0000-0003-4910-4938
99659579954,0000-0002-7120-9595
99660778415,0000-0002-9775-9720
99659453487,0000-0002-2796-6820
99660783213,0000-0001-9570-3961
99660556811,0000-0002-9421-0927
99659850351,0000-0002-2277-2402
99660780867,0000-0003-3910-4889
99660489926,0000-0002-2453-6315
99660735290,0000-0001-7552-6689
99660780449,0000-0003-3793-9866
99660610724,0000-0002-7598-9576
81100521408,0000-0003-2449-2372
99660778539,0000-0002-0688-5079
81381605379,0000-0002-9048-0460
99660778379,0000-0002-5388-1302
99660782435,0000-0002-0173-2153
99660779967,0000-0002-6765-2578
81455605505,0000-0001-8226-5851
99659529182,0000-0002-8139-6216
99659543520,0000-0002-5381-7159
99660782946,0000-0002-3567-3315
99660781817,0000-0002-6918-8916
99660781439,0000-0003-1586-818X
99660782094,0000-0002-5130-5109
81539996656,0000-0002-7719-5796
81384613795,0000-0001-7057-0525
99660783518,0000-0001-9981-8889
81430607440,0000-0002-1286-1073
99659509287,0000-0003-0634-0260
81504688708,0000-0003-1674-8876
81100639319,0000-0002-7470-2123
99658698357,0000-0003-0055-3011
99660778292,0000-0002-6758-8377
99660781947,0000-0002-3279-631X
99660781448,0000-0002-3402-4428
99660781091,0000-0002-4651-7289
99660779996,0000-0002-8671-3217
99660783842,0000-0002-6627-7569
99659476636,0000-0001-8932-4850
99660239971,0000-0002-5788-5204
99659431097,0000-0001-5414-8631
99660644270,0000-0001-6426-1363
99660783559,0000-0003-1450-646X
99660783695,0000-0002-2659-659X
99660782864,0000-0001-6478-3081
99659502245,0000-0001-7310-8790
99660782148,0000-0001-6098-9947
99658704869,0000-0003-0217-6088
99660780506,0000-0002-9942-2611
99660782154,0000-0002-8906-1912
99660782555,0000-0001-9689-2442
99659312269,0000-0002-6882-6701
99660780882,0000-0002-7368-7013
99658732567,0000-0002-8484-0730
81100623215,0000-0002-9058-4016
99660783687,0000-0002-0088-4681
99660783872,0000-0002-2907-245X
99660782984,0000-0001-6175-3039
99660782834,0000-0001-5449-7022
99660779216,0000-0002-5895-1365
99660779352,0000-0002-0867-5251
99660407647,0000-0003-0180-3414
99660647557,0000-0002-2178-7987
81440617163,0000-0002-5327-2494
82659079657,0000-0003-4483-7710
99660783844,0000-0003-2736-814X
99659480647,0000-0002-5703-2973
81442618386,0000-0001-7866-143X
99660781975,0000-0001-6737-0522
99660779218,0000-0002-0962-7761
99660780836,0000-0002-9681-5989
99660779947,0000-0003-2122-0451
99660240746,0000-0002-5655-6839
99660782690,0000-0003-4105-8500
99660571008,0000-0002-9619-4166
99660779933,0000-0001-7028-3462
99660778974,0000-0003-4536-5751
99660783626,0000-0002-3240-2560
99660778634,0000-0002-7791-8050
99659587472,0000-0002-2071-9595
99660780619,0000-0003-0777-6090
99659578764,0000-0001-9293-5783
99659886754,0000-0002-4075-1234
99660778946,0000-0003-4342-253X
99660626122,0000-0003-4494-7952
99660479704,0000-0002-6612-1484
99660781516,0000-0002-7074-190X
99660783822,0000-0002-0886-6381
99660779614,0000-0002-6152-0013
99660783173,0000-0003-3233-9773
99660782771,0000-0002-5665-3874
99660782942,0000-0002-1507-3371
99660778522,0000-0002-3652-1890
99660783587,0000-0002-5635-0080
99660784045,0000-0002-7039-9235
99660665333,0000-0002-8261-5345
99660778812,0000-0002-8900-3181
99660778848,0000-0002-0396-0766
99659365192,0000-0002-6958-3908
99660781504,0000-0003-1316-0583
99660779853,0000-0002-8387-0188
99660536232,0000-0002-3363-5294
99659093709,0000-0002-5969-5439
99659545585,0000-0002-5828-6801
99660536697,0000-0003-3518-4148
99658736466,0000-0002-7912-991X
99660781515,0000-0002-8739-0640
99660003464,0000-0002-8580-2779
81375620207,0000-0002-9493-145X
81474703295,0000-0001-5872-0607
99659661627,0000-0001-9795-9071
99660780496,0000-0002-7768-2375
99660779701,0000-0003-3533-3983
99660780588,0000-0002-5031-883X
99659433165,0000-0002-6089-7003
99660779229,0000-0002-5493-0487
99660782856,0000-0003-3258-4250
99660782846,0000-0003-1153-2064
99660781589,0000-0001-5150-045X
99660782109,0000-0002-2220-5491
99660780817,0000-0002-3493-2979
99660679411,0000-0002-7305-3520
99660779954,0000-0002-4957-5046
99660780227,0000-0002-1475-9822
99660781499,0000-0003-2431-9190
99660783139,0000-0002-7214-9619
99660780785,0000-0002-0457-8091
99660781414,0000-0002-8876-2418
99659891642,0000-0002-1795-3081
99659892145,0000-0003-2569-5542
99660782185,0000-0002-0264-3953
99660780241,0000-0002-1718-3275
99660779635,0000-0002-3464-3958
99660778176,0000-0002-5458-2048
99659702402,0000-0003-2654-9803
99660781034,0000-0002-4034-1323
99660779818,0000-0002-1393-5388
99659891548,0000-0002-1783-4760
99660780077,0000-0003-4541-0399
99660782667,0000-0001-7934-9202
99660783236,0000-0001-7890-7989
99660779837,0000-0001-9126-5706
99660781532,0000-0003-4774-1853
99660780998,0000-0002-7086-634X
99660504897,0000-0003-3854-2174
99660235173,0000-0003-3435-9858
99659687121,0000-0001-9730-7292
99660782276,0000-0001-5475-9993
99660780374,0000-0002-7539-7984
99660779091,0000-0002-3975-3144
99660008131,0000-0001-7571-3265
99659335091,0000-0002-4563-0618
99660783638,0000-0002-6328-4763
99660781612,0000-0001-9114-9297
99660782623,0000-0002-8636-6702
99659864133,0000-0002-0861-9444
99660779154,0000-0002-4268-9817
99660778346,0000-0002-1658-3146
82259053057,0000-0003-4718-5201
99660456665,0000-0003-0568-2648
99660779255,0000-0002-1464-2157
99660683103,0000-0001-8112-6227
99659481431,0000-0003-3052-3294
81549282056,0000-0002-4654-2644
99660780091,0000-0002-1565-0642
99660782707,0000-0002-9974-2594
99659547886,0000-0003-3637-5480
99659757897,0000-0002-5610-8358
99660780456,0000-0002-9370-1353
99660783278,0000-0002-4734-7058
99660780249,0000-0002-5365-1013
99660778199,0000-0002-4491-7959
99660783281,0000-0002-9341-993X
99659828206,0000-0001-5386-8872
99660780804,0000-0001-8896-7504
99660778917,0000-0002-6988-5471
99660782645,0000-0002-0976-9487
81502802232,0000-0001-6817-6326
99660633045,0000-0003-4724-6545
99660779893,0000-0001-5881-0629
99660778628,0000-0002-6596-8907
81464675559,0000-0002-4428-889X
99659891686,0000-0001-9084-9523
99659892498,0000-0001-6398-093X
99660780270,0000-0002-4364-1591
99659892276,0000-0002-6129-7819
99660778186,0000-0001-7817-5036
99659900719,0000-0003-3722-8941
99660783455,0000-0003-1075-3746
99660782779,0000-0002-1113-1474
99660782036,0000-0003-0658-242X
99660782887,0000-0002-2548-2152
99660783491,0000-0001-6374-6094
99660781480,0000-0003-1994-7176
99660050653,0000-0003-2014-5015
99660779872,0000-0002-2508-6942
99659909667,0000-0003-2417-9802
99660778264,0000-0002-4945-6477
99660781109,0000-0001-8613-498X
99660780355,0000-0003-0018-7170
99659445010,0000-0003-1150-4418
99659843074,0000-0002-1971-5167
99660239468,0000-0003-0830-3973
99660233289,0000-0001-7917-3729
99659530191,0000-0001-8409-7476
99660236865,0000-0002-6668-5896
99660232866,0000-0002-6863-1314
81504684096,0000-0003-2256-8329
81444594894,0000-0002-7769-3090
81384619723,0000-0003-3697-407X
99660276433,0000-0002-5153-3865
99659527206,0000-0003-0971-9807
99660778429,0000-0003-2988-5001
99660781547,0000-0001-7989-6839
99660003192,0000-0003-3552-8676
99660780606,0000-0002-0924-4234
99660778859,0000-0002-1772-6065
99659896328,0000-0002-2691-9280
99660780095,0000-0003-3147-5810
99659917850,0000-0002-9084-0067
99660725761,0000-0001-8343-7504
99660730722,0000-0001-5540-4123
99660781340,0000-0002-2682-0424
99660778245,0000-0002-3446-612X
99660778810,0000-0002-3058-3951
99660274338,0000-0002-3487-5505
99660778320,0000-0001-8798-3115
99660778863,0000-0003-3181-7243
99660781548,0000-0002-4357-1650
99659510857,0000-0003-1207-5416
99660782750,0000-0001-9021-7593
99660780172,0000-0001-9107-0925
99660781345,0000-0002-1904-8798
99660779570,0000-0001-5729-5047
99659979408,0000-0002-6095-4768
99660625804,0000-0003-3053-6861
99660773077,0000-0002-5615-2260
99660780133,0000-0002-9096-9530
99660625805,0000-0003-3510-8137
99660783248,0000-0002-9778-1215
99660780361,0000-0003-0944-1833
99660782162,0000-0001-6106-1948
99660782408,0000-0002-1167-2801
99660781261,0000-0003-3085-4050
99660779661,0000-0003-4094-2708
99660480956,0000-0002-2211-0935
99660481140,0000-0001-6595-898X
99660783429,0000-0003-3193-3818
99659849804,0000-0001-9526-6378
99660780502,0000-0002-3792-5109
99659895337,0000-0002-5768-6029
99660780610,0000-0003-0553-424X
99660778279,0000-0003-3608-6945
99660782108,0000-0002-1365-0374
99659352853,0000-0002-1845-0240
99660783663,0000-0003-0082-4117
99659553557,0000-0002-6492-526X
99659161227,0000-0001-5297-1659
99659506792,0000-0002-1228-5774
99660778301,0000-0003-1287-5712
99660783901,0000-0003-1345-6675
99660778121,0000-0002-3134-9737
99660780891,0000-0001-9873-339X
99659929811,0000-0002-0940-5886
99660780173,0000-0001-8423-6704
99660781052,0000-0001-9462-2123
81490689993,0000-0003-0557-3580
99659527521,0000-0001-8846-2098
99660778722,0000-0002-6074-3127
99660781445,0000-0002-9547-7527
99660641374,0000-0002-0847-8426
99660556165,0000-0002-5723-687X
99659541725,0000-0002-5797-5445
81500645454,0000-0001-9613-9434
99659697049,0000-0002-3724-8646
99660778494,0000-0001-7838-1585
99659969152,0000-0002-0291-547X
99660780608,0000-0002-3341-9671
99660782271,0000-0003-2879-3906
99660779584,0000-0002-2119-0136
99660781884,0000-0002-1575-1865
81100428907,0000-0002-9555-860X
99660780175,0000-0002-3510-2774
81436597734,0000-0002-2561-7117
99660782504,0000-0002-3429-5172
99660783719,0000-0003-1070-5963
99660780450,0000-0002-2189-6008
99660591251,0000-0001-8697-1817
99659474539,0000-0003-3252-9067
99660780121,0000-0002-8456-393X
99660780353,0000-0003-3029-8146
99660784020,0000-0002-2318-7299
99660781880,0000-0002-1453-1166
99660778234,0000-0003-2091-5163
99660196942,0000-0002-8935-8257
99660740783,0000-0002-8438-9281
99660778321,0000-0001-7452-4200
99660782173,0000-0001-6653-1486
99660630087,0000-0001-6699-0455
99660778403,0000-0002-1136-1747
99660782346,0000-0002-4529-0000
99659042383,0000-0002-8093-6137
99658651477,0000-0002-1270-5556
81442605449,0000-0002-7547-2585
99660778791,0000-0001-8297-8528
99660486048,0000-0001-9906-9961
99660782838,0000-0002-8474-5098
99660778443,0000-0003-1347-7556
99660779943,0000-0001-6715-9882
99659964612,0000-0001-5046-4100
99659331992,0000-0002-5401-3689
99660781960,0000-0002-3687-7205
99659474755,0000-0001-5984-9752
99659528285,0000-0002-6386-8291
99660570746,0000-0003-4291-7688
99660780422,0000-0002-8461-555X
99659528953,0000-0002-9085-8830
99660782099,0000-0003-4375-7655
99659740446,0000-0002-1091-2244
99660779294,0000-0003-0486-5485
99659072100,0000-0001-7047-4146
81479661300,0000-0002-5150-3308
99658710924,0000-0001-9459-9461
99659529369,0000-0002-9793-9086
99660644513,0000-0003-4653-0384
99660783832,0000-0002-3216-0522
99660708146,0000-0002-6486-8883
99660627985,0000-0002-6818-5502
99660781490,0000-0002-0372-7390
99659532816,0000-0003-2468-5756
99659697310,0000-0002-8132-0166
99660541804,0000-0002-6412-4315
99660779322,0000-0002-5619-1374
99660780089,0000-0003-1940-6441
99659895166,0000-0002-6075-2832
99660779252,0000-0001-6629-9138
99660784033,0000-0003-0611-0078
99660779575,0000-0002-0271-4424
99660629926,0000-0003-4447-0111
99660781955,0000-0003-0453-0757
99660567927,0000-0003-3837-2638
99660779399,0000-0003-1023-636X
99660779470,0000-0003-2350-8686
99660783603,0000-0002-2681-6441
99659892041,0000-0001-9446-0419
99660548131,0000-0002-5281-2428
99659492921,0000-0002-9816-7348
99660780350,0000-0001-6626-2458
99659446747,0000-0002-4079-2175
83358914057,0000-0002-9638-4664
99659760332,0000-0001-9666-8387
99660233659,0000-0002-5474-3438
99660783427,0000-0001-6140-7881
99659748347,0000-0002-5159-3868
99659918870,0000-0002-6929-3679
81100498965,0000-0003-1823-5505
99660741036,0000-0003-3443-5806
99659622573,0000-0001-7161-3048
99660783438,0000-0003-0903-8999
99660780942,0000-0002-5654-298X
99659146058,0000-0002-8551-905X
81318489001,0000-0002-1976-1251
99660629409,0000-0002-1620-5268
99660780076,0000-0003-2025-0755
99660469805,0000-0002-8054-5048
99660779660,0000-0002-7491-7570
83358628557,0000-0001-7695-4538
99660783803,0000-0002-4145-117X
99660781451,0000-0002-5562-8685
99660782669,0000-0003-4099-1235
99660782451,0000-0001-5761-2524
99660780478,0000-0002-4187-3559
99659759798,0000-0002-6331-6542
99660781779,0000-0001-7610-9430
81100064475,0000-0003-0479-3469
99660781688,0000-0002-0750-3482
99659609778,0000-0002-6939-5413
99660238689,0000-0002-7070-1609
99660783618,0000-0002-0667-8512
99659365923,0000-0001-6452-3853
99660778639,0000-0003-3220-2953
99660778162,0000-0002-0826-8226
99660781357,0000-0003-0172-6420
99660782735,0000-0002-7885-5610
99659022048,0000-0003-3443-4088
99660783519,0000-0002-6130-9680
99660778519,0000-0003-0659-2177
99660781784,0000-0001-6263-7339
99659770644,0000-0002-6818-2010
99660779674,0000-0001-8097-5390
81331489993,0000-0002-3814-2587
81392607802,0000-0002-9281-6095
99660782545,0000-0001-7087-8220
99660779398,0000-0002-9797-9491
99660752210,0000-0002-8327-4466
99659584203,0000-0002-0786-6662
99660783877,0000-0002-9310-1235
99660781849,0000-0002-4394-8534
99660781303,0000-0002-9616-5277
99660781465,0000-0003-1209-2590
99659333713,0000-0002-9643-2072
99660780299,0000-0003-2693-7355
99660781874,0000-0002-5337-9291
99659229663,0000-0002-6874-9515
99659594292,0000-0003-0604-6790
99660780445,0000-0002-8293-9630
99659895116,0000-0002-5813-9019
81100100596,0000-0001-7825-7226
99659475235,0000-0002-8115-898X
84460581457,0000-0003-2475-5072
99660782865,0000-0002-5616-5483
99659770083,0000-0002-8772-6132
99659753404,0000-0002-2988-2954
99660778546,0000-0002-9843-6173
99660783488,0000-0002-3803-3129
99660629385,0000-0002-0601-2921
99660778223,0000-0001-9571-2622
99660781408,0000-0002-4537-8483
99659891817,0000-0001-8916-6485
99660783330,0000-0001-8712-5233
99660782913,0000-0001-5194-7008
99660781035,0000-0002-0157-6509
99660778704,0000-0002-6721-2708
81443596956,0000-0001-9391-8301
99660782745,0000-0003-3377-3555
99660780680,0000-0003-0575-463X
99660781698,0000-0002-7403-0144
99660780786,0000-0002-3793-8305
99660780413,0000-0002-9033-7904
99660779986,0000-0002-5908-0477
99660780246,0000-0001-5190-1640
99660783210,0000-0002-1554-3601
99660779777,0000-0003-1234-1737
99660783005,0000-0003-0834-6033
99660782877,0000-0002-8671-6063
99660783300,0000-0001-8954-0529
99660781871,0000-0003-3292-6345
99660782554,0000-0002-0742-9120
99660779262,0000-0002-0102-9513
99660782247,0000-0002-5025-6421
99659693415,0000-0001-5977-1115
99660781801,0000-0003-1105-7363
99660778837,0000-0002-9049-0394
99659693361,0000-0002-7153-1090
99660694491,0000-0002-9164-7509
99659321566,0000-0001-9581-9243
82459246057,0000-0003-0072-7499
99660780771,0000-0002-1230-7339
99660779492,0000-0001-7327-7439
99660780104,0000-0002-9236-0251
99660479612,0000-0002-2723-9500
99660779193,0000-0002-7772-714X
99660779021,0000-0002-6283-7573
99660578294,0000-0002-7475-2147
99659561837,0000-0002-3912-2166
99660780741,0000-0003-2605-7331
99660782265,0000-0002-4898-2619
99659345143,0000-0001-5642-8346
99660780088,0000-0001-8833-7588
99659892690,0000-0002-8640-967X
99660688070,0000-0002-9039-5848
99659480704,0000-0003-4593-4766
99660780396,0000-0002-4154-9214
99659200831,0000-0003-4223-7420
99660065614,0000-0002-9111-3195
99660780269,0000-0003-2961-5642
99660781767,0000-0001-8958-5479
99660782936,0000-0002-7470-8453
99660779929,0000-0001-5283-2499
99660778111,0000-0001-7641-4697
99660779876,0000-0002-7127-6894
99659321699,0000-0001-8912-4760
99660783254,0000-0002-2929-2663
99660780417,0000-0001-9032-5244
99660628635,0000-0003-1401-8482
99660782522,0000-0002-8562-7640
99659829923,0000-0002-9714-6545
81313483490,0000-0001-6077-4356
99660627904,0000-0002-3534-890X
99659529019,0000-0003-0725-4997
99659729176,0000-0001-8646-5076
99660778324,0000-0001-6965-4828
99660642166,0000-0002-6027-4236
99660781707,0000-0001-8814-3660
99660779763,0000-0002-4269-9388
99660779647,0000-0003-3318-6473
99660781538,0000-0001-9021-9695
99660783829,0000-0002-1211-8466
99660779381,0000-0002-5717-6133
99660780298,0000-0002-3212-1021
99660780064,0000-0001-8358-0060
99660050106,0000-0002-3962-2830
99660746322,0000-0001-6868-7732
99660782957,0000-0002-9772-1204
99660779699,0000-0001-9673-9472
99660782695,0000-0001-7547-9720
99660783560,0000-0002-2522-4161
99660779619,0000-0002-4164-0042
99660779606,0000-0002-7140-9634
99660778335,0000-0002-1682-7227
99660779676,0000-0001-8911-6613
99660781084,0000-0003-2021-6346
99660782059,0000-0003-3963-4986
99660778736,0000-0001-8887-7939
99660781088,0000-0003-0435-8520
99660782195,0000-0002-5262-0047
99660781296,0000-0002-8574-111X
99660779040,0000-0001-9339-1941
99659306532,0000-0001-7210-9919
81100549770,0000-0002-6801-2206
99660778434,0000-0002-0963-2405
99659201597,0000-0002-5656-3406
99660483951,0000-0003-1994-053X
99660779743,0000-0002-7483-3596
99660782396,0000-0002-1140-8576
99659325141,0000-0001-7984-3366
81100171020,0000-0003-0992-0906
99660137158,0000-0002-1885-5635
99660783646,0000-0002-3182-1704
99658636276,0000-0001-8817-0757
99660778790,0000-0002-1796-0177
99659120713,0000-0003-0857-8766
99660780865,0000-0002-6783-8129
99660781482,0000-0002-0311-2986
99659463679,0000-0002-0320-6122
99659897213,0000-0003-2468-6070
99660546963,0000-0002-4367-2179
99660782228,0000-0001-8366-992X
99660778861,0000-0003-4100-8431
99660777021,0000-0003-1003-6499
99660779694,0000-0001-5017-2028
99660779162,0000-0001-8374-7596
99660782639,0000-0002-3725-7948
99659177520,0000-0002-6021-804X
99660127341,0000-0002-0929-7029
99660780114,0000-0003-3747-8166
99660781721,0000-0001-7341-2629
99660782287,0000-0001-6846-6980
81503642960,0000-0003-1469-2696
99660783166,0000-0001-5930-3899
99660780111,0000-0002-6174-2089
99659038864,0000-0001-8156-4809
99659755705,0000-0002-3506-2362
99659768602,0000-0002-3764-2299
99660499541,0000-0002-4435-9272
99659366620,0000-0002-5161-2782
81552685156,0000-0001-7984-2099
99660779836,0000-0003-0978-7017
99660056481,0000-0003-3918-150X
99660058288,0000-0003-1429-1374
81418592537,0000-0002-6052-2252
81372593891,0000-0002-2362-0304
99659827364,0000-0001-6983-8838
99659534599,0000-0001-6980-3686
99659164975,0000-0002-7949-7982
81350596627,0000-0002-6666-0031
99660633371,0000-0002-1385-6727
99659509389,0000-0001-5046-9884
99659205149,0000-0001-5811-0518
99660778195,0000-0002-5645-1738
99660782176,0000-0003-3396-5944
99660778877,0000-0001-6274-3238
99660780116,0000-0002-5719-9036
99660778401,0000-0002-4626-703X
99660781831,0000-0002-7044-8180
99660783297,0000-0002-1035-6268
99660780850,0000-0001-8205-2258
99660780061,0000-0001-9999-3054
99660782585,0000-0001-5978-3714
99660780432,0000-0002-1646-6935
99660783892,0000-0002-5604-055X
99660779950,0000-0001-9831-8348
