year,doi,award
2023,10.1145/3544548.3581258,Best Paper
2023,10.1145/3544548.3581259,Best Paper
2023,10.1145/3544548.3581271,Honorable Mention
2023,10.1145/3544548.3581279,Honorable Mention
2023,10.1145/3544548.3581308,Best Paper
2023,10.1145/3544548.3581314,Honorable Mention
2023,10.1145/3544548.3581315,Honorable Mention
2023,10.1145/3544548.3581318,Honorable Mention
2023,10.1145/3544548.3581323,Honorable Mention
2023,10.1145/3544548.3581325,Honorable Mention
2023,10.1145/3544548.3581328,Honorable Mention
2023,10.1145/3544548.3581338,Honorable Mention
2023,10.1145/3544548.3581359,Honorable Mention
2023,10.1145/3544548.3581364,Honorable Mention
2023,10.1145/3544548.3581378,Honorable Mention
2023,10.1145/3544548.3581382,Best Paper
2023,10.1145/3544548.3581387,Best Paper
2023,10.1145/3544548.3581392,Honorable Mention
2023,10.1145/3544548.3581396,Honorable Mention
2023,10.1145/3544548.3581403,Honorable Mention
2023,10.1145/3544548.3581404,Honorable Mention
2023,10.1145/3544548.3581406,Honorable Mention
2023,10.1145/3544548.3581411,Honorable Mention
2023,10.1145/3544548.3581415,Best Paper
2023,10.1145/3544548.3581433,Honorable Mention
2023,10.1145/3544548.3581443,Honorable Mention
2023,10.1145/3544548.3581465,Best Paper
2023,10.1145/3544548.3581472,Best Paper
2023,10.1145/3544548.3581493,Honorable Mention
2023,10.1145/3544548.3581500,Honorable Mention
2023,10.1145/3544548.3581503,Best Paper
2023,10.1145/3544548.3581505,Honorable Mention
2023,10.1145/3544548.3581512,Honorable Mention
2023,10.1145/3544548.3581516,Honorable Mention
2023,10.1145/3544548.3581524,Best Paper
2023,10.1145/3544548.3581525,Honorable Mention
2023,10.1145/3544548.3581530,Honorable Mention
2023,10.1145/3544548.3581533,Honorable Mention
2023,10.1145/3544548.3581535,Honorable Mention
2023,10.1145/3544548.3581537,Honorable Mention
2023,10.1145/3544548.3581540,Honorable Mention
2023,10.1145/3544548.3581559,Honorable Mention
2023,10.1145/3544548.3581571,Honorable Mention
